"code_ward";"name";"code_district"
"02143";"Xã Lương Thượng";"066"
"02146";"Xã Kim Hỷ";"066"
"02152";"Xã Cường Lợi";"066"
"02155";"Thị trấn Yến Lạc";"066"
"02158";"Xã Kim Lư";"066"
"02161";"Xã Sơn Thành";"066"
"02170";"Xã Văn Minh";"066"
"02173";"Xã Côn Minh";"066"
"02176";"Xã Cư Lễ";"066"
"02179";"Xã Trần Phú";"066"
"02185";"Xã Quang Phong";"066"
"02188";"Xã Dương Sơn";"066"
"02191";"Xã Xuân Dương";"066"
"02194";"Xã Đổng Xá";"066"
"02197";"Xã Liêm Thuỷ";"066"
"02200";"Phường Phan Thiết";"070"
"02203";"Phường Minh Xuân";"070"
"02206";"Phường Tân Quang";"070"
"02209";"Xã Tràng Đà";"070"
"02212";"Phường Nông Tiến";"070"
"02215";"Phường Ỷ La";"070"
"02216";"Phường Tân Hà";"070"
"02218";"Phường Hưng Thành";"070"
"02221";"Thị trấn Na Hang";"072"
"02227";"Xã Sinh Long";"072"
"02230";"Xã Thượng Giáp";"072"
"02233";"Xã Phúc Yên";"071"
"02239";"Xã Thượng Nông";"072"
"02242";"Xã Xuân Lập";"071"
"02245";"Xã Côn Lôn";"072"
"02248";"Xã Yên Hoa";"072"
"02251";"Xã Khuôn Hà";"071"
"02254";"Xã Hồng Thái";"072"
"02260";"Xã Đà Vị";"072"
"02263";"Xã Khau Tinh";"072"
"02266";"Xã Lăng Can";"071"
"02269";"Xã Thượng Lâm";"071"
"02275";"Xã Sơn Phú";"072"
"02281";"Xã Năng Khả";"072"
"02284";"Xã Thanh Tương";"072"
"02287";"Thị trấn Vĩnh Lộc";"073"
"02290";"Xã Bình An";"071"
"02293";"Xã Hồng Quang";"071"
"02296";"Xã Thổ Bình";"071"
"02299";"Xã Phúc Sơn";"073"
"02302";"Xã Minh Quang";"073"
"02305";"Xã Trung Hà";"073"
"02308";"Xã Tân Mỹ";"073"
"02311";"Xã Hà Lang";"073"
"02314";"Xã Hùng Mỹ";"073"
"02317";"Xã Yên Lập";"073"
"02320";"Xã Tân An";"073"
"02323";"Xã Bình Phú";"073"
"02326";"Xã Xuân Quang";"073"
"02329";"Xã Ngọc Hội";"073"
"02332";"Xã Phú Bình";"073"
"02335";"Xã Hòa Phú";"073"
"02338";"Xã Phúc Thịnh";"073"
"02341";"Xã Kiên Đài";"073"
"02344";"Xã Tân Thịnh";"073"
"02347";"Xã Trung Hòa";"073"
"02350";"Xã Kim Bình";"073"
"02353";"Xã Hòa An";"073"
"02356";"Xã Vinh Quang";"073"
"02359";"Xã Tri Phú";"073"
"02362";"Xã Nhân Lý";"073"
"02365";"Xã Yên Nguyên";"073"
"02368";"Xã Linh Phú";"073"
"02371";"Xã Bình Nhân";"073"
"02374";"Thị trấn Tân Yên";"074"
"02377";"Xã Yên Thuận";"074"
"02380";"Xã Bạch Xa";"074"
"02383";"Xã Minh Khương";"074"
"02386";"Xã Yên Lâm";"074"
"02389";"Xã Minh Dân";"074"
"02392";"Xã Phù Lưu";"074"
"02395";"Xã Minh Hương";"074"
"02398";"Xã Yên Phú";"074"
"02401";"Xã Tân Thành";"074"
"02404";"Xã Bình Xa";"074"
"02407";"Xã Thái Sơn";"074"
"02410";"Xã Nhân Mục";"074"
"02413";"Xã Thành Long";"074"
"02416";"Xã Bằng Cốc";"074"
"02419";"Xã Thái Hòa";"074"
"02422";"Xã Đức Ninh";"074"
"02425";"Xã Hùng Đức";"074"
"02431";"Xã Quí Quân";"075"
"02434";"Xã Lực Hành";"075"
"02437";"Xã Kiến Thiết";"075"
"02440";"Xã Trung Minh";"075"
"02443";"Xã Chiêu Yên";"075"
"02446";"Xã Trung Trực";"075"
"02449";"Xã Xuân Vân";"075"
"02452";"Xã Phúc Ninh";"075"
"02455";"Xã Hùng Lợi";"075"
"02458";"Xã Trung Sơn";"075"
"02461";"Xã Tân Tiến";"075"
"02464";"Xã Tứ Quận";"075"
"02467";"Xã Đạo Viện";"075"
"02470";"Xã Tân Long";"075"
"02473";"Xã Thắng Quân";"075"
"02476";"Xã Kim Quan";"075"
"02479";"Xã Lang Quán";"075"
"02482";"Xã Phú Thịnh";"075"
"02485";"Xã Công Đa";"075"
"02488";"Xã Trung Môn";"075"
"02491";"Xã Chân Sơn";"075"
"02494";"Xã Thái Bình";"075"
"02497";"Xã Kim Phú";"070"
"02500";"Xã Tiến Bộ";"075"
"02503";"Xã An Khang";"070"
"02506";"Xã Mỹ Bằng";"075"
"02509";"Phường Mỹ Lâm";"070"
"02512";"Phường An Tường";"070"
"02515";"Xã Lưỡng Vượng";"070"
"02518";"Xã Hoàng Khai";"075"
"02521";"Xã Thái Long";"070"
"02524";"Phường Đội Cấn";"070"
"02527";"Xã Nhữ Hán";"075"
"02530";"Xã Nhữ Khê";"075"
"02533";"Xã Đội Bình";"075"
"02536";"Thị trấn Sơn Dương";"076"
"02539";"Xã Trung Yên";"076"
"02542";"Xã Minh Thanh";"076"
"02545";"Xã Tân Trào";"076"
"02548";"Xã Vĩnh Lợi";"076"
"02551";"Xã Thượng Ấm";"076"
"02554";"Xã Bình Yên";"076"
"02557";"Xã Lương Thiện";"076"
"02560";"Xã Tú Thịnh";"076"
"02563";"Xã Cấp Tiến";"076"
"02566";"Xã Hợp Thành";"076"
"02569";"Xã Phúc Ứng";"076"
"02572";"Xã Đông Thọ";"076"
"02575";"Xã Kháng Nhật";"076"
"02578";"Xã Hợp Hòa";"076"
"02584";"Xã Quyết Thắng";"076"
"02587";"Xã Đồng Quý";"076"
"02590";"Xã Tân Thanh";"076"
"02593";"Xã Vân Sơn";"076"
"02596";"Xã Văn Phú";"076"
"02599";"Xã Chi Thiết";"076"
"02602";"Xã Đông Lợi";"076"
"02605";"Xã Thiện Kế";"076"
"02608";"Xã Hồng Lạc";"076"
"02611";"Xã Phú Lương";"076"
"02614";"Xã Ninh Lai";"076"
"02617";"Xã Đại Phú";"076"
"02620";"Xã Sơn Nam";"076"
"02623";"Xã Hào Phú";"076"
"02626";"Xã Tam Đa";"076"
"02632";"Xã Trường Sinh";"076"
"02635";"Phường Duyên Hải";"080"
"02641";"Phường Lào Cai";"080"
"02644";"Phường Cốc Lếu";"080"
"02647";"Phường Kim Tân";"080"
"02650";"Phường Bắc Lệnh";"080"
"02653";"Phường Pom Hán";"080"
"02656";"Phường Xuân Tăng";"080"
"02658";"Phường Bình Minh";"080"
"02659";"Xã Thống Nhất";"080"
"02662";"Xã Đồng Tuyển";"080"
"02665";"Xã Vạn Hoà";"080"
"02668";"Phường Bắc Cường";"080"
"02671";"Phường Nam Cường";"080"
"02674";"Xã Cam Đường";"080"
"02677";"Xã Tả Phời";"080"
"02680";"Xã Hợp Thành";"080"
"02683";"Thị trấn Bát Xát";"082"
"02686";"Xã A Mú Sung";"082"
"02689";"Xã Nậm Chạc";"082"
"02692";"Xã A Lù";"082"
"02695";"Xã Trịnh Tường";"082"
"02701";"Xã Y Tý";"082"
"02704";"Xã Cốc Mỳ";"082"
"02707";"Xã Dền Sáng";"082"
"02710";"Xã Bản Vược";"082"
"02713";"Xã Sàng Ma Sáo";"082"
"02716";"Xã Bản Qua";"082"
"02719";"Xã Mường Vi";"082"
"02722";"Xã Dền Thàng";"082"
"02725";"Xã Bản Xèo";"082"
"02728";"Xã Mường Hum";"082"
"02731";"Xã Trung Lèng Hồ";"082"
"02734";"Xã Quang Kim";"082"
"02737";"Xã Pa Cheo";"082"
"02740";"Xã Nậm Pung";"082"
"02743";"Xã Phìn Ngan";"082"
"02746";"Xã Cốc San";"080"
"02749";"Xã Tòng Sành";"082"
"02752";"Xã Pha Long";"083"
"02755";"Xã Tả Ngải Chồ";"083"
"02758";"Xã Tung Chung Phố";"083"
"02761";"Thị trấn Mường Khương";"083"
"02764";"Xã Dìn Chin";"083"
"02767";"Xã Tả Gia Khâu";"083"
"02770";"Xã Nậm Chảy";"083"
"02773";"Xã Nấm Lư";"083"
"02776";"Xã Lùng Khấu Nhin";"083"
"02779";"Xã Thanh Bình";"083"
"02782";"Xã Cao Sơn";"083"
"02785";"Xã Lùng Vai";"083"
"02788";"Xã Bản Lầu";"083"
"02791";"Xã La Pan Tẩn";"083"
"02794";"Xã Tả Thàng";"083"
"02797";"Xã Bản Sen";"083"
"02800";"Xã Nàn Sán";"084"
"02803";"Xã Thào Chư Phìn";"084"
"02806";"Xã Bản Mế";"084"
"02809";"Thị trấn Si Ma Cai";"084"
"02812";"Xã Sán Chải";"084"
"02818";"Xã Lùng Thẩn";"084"
"02821";"Xã Cán Cấu";"084"
"02824";"Xã Sín Chéng";"084"
"02827";"Xã Quan Hồ Thẩn";"084"
"02836";"Xã Nàn Xín";"084"
"02839";"Thị trấn Bắc Hà";"085"
"02842";"Xã Lùng Cải";"085"
"02848";"Xã Lùng Phình";"085"
"02851";"Xã Tả Van Chư";"085"
"02854";"Xã Tả Củ Tỷ";"085"
"02857";"Xã Thải Giàng Phố";"085"
"02863";"Xã Hoàng Thu Phố";"085"
"02866";"Xã Bản Phố";"085"
"02869";"Xã Bản Liền";"085"
"02872";"Xã Tà Chải";"085"
"02875";"Xã Na Hối";"085"
"02878";"Xã Cốc Ly";"085"
"02881";"Xã Nậm Mòn";"085"
"02884";"Xã Nậm Đét";"085"
"02887";"Xã Nậm Khánh";"085"
"02890";"Xã Bảo Nhai";"085"
"02893";"Xã Nậm Lúc";"085"
"02896";"Xã Cốc Lầu";"085"
"02899";"Xã Bản Cái";"085"
"02902";"Thị trấn N.T Phong Hải";"086"
"02905";"Thị trấn Phố Lu";"086"
"02908";"Thị trấn Tằng Loỏng";"086"
"02911";"Xã Bản Phiệt";"086"
"02914";"Xã Bản Cầm";"086"
"02917";"Xã Thái Niên";"086"
"02920";"Xã Phong Niên";"086"
"02923";"Xã Gia Phú";"086"
"02926";"Xã Xuân Quang";"086"
"02929";"Xã Sơn Hải";"086"
"02932";"Xã Xuân Giao";"086"
"02935";"Xã Trì Quang";"086"
"02938";"Xã Sơn Hà";"086"
"02944";"Xã Phú Nhuận";"086"
"02947";"Thị trấn Phố Ràng";"087"
"02950";"Xã Tân Tiến";"087"
"02953";"Xã Nghĩa Đô";"087"
"02956";"Xã Vĩnh Yên";"087"
"02959";"Xã Điện Quan";"087"
"02962";"Xã Xuân Hoà";"087"
"02965";"Xã Tân Dương";"087"
"02968";"Xã Thượng Hà";"087"
"02971";"Xã Kim Sơn";"087"
"02974";"Xã Cam Cọn";"087"
"02977";"Xã Minh Tân";"087"
"02980";"Xã Xuân Thượng";"087"
"02983";"Xã Việt Tiến";"087"
"02986";"Xã Yên Sơn";"087"
"02989";"Xã Bảo Hà";"087"
"02992";"Xã Lương Sơn";"087"
"02998";"Xã Phúc Khánh";"087"
"03001";"Phường Sa Pa";"088"
"03002";"Phường Sa Pả";"088"
"03003";"Phường Ô Quý Hồ";"088"
"03004";"Xã Ngũ Chỉ Sơn";"088"
"03006";"Phường Phan Si Păng";"088"
"03010";"Xã Trung Chải";"088"
"03013";"Xã Tả Phìn";"088"
"03016";"Phường Hàm Rồng";"088"
"03019";"Xã Hoàng Liên";"088"
"03022";"Xã Thanh Bình";"088"
"03028";"Phường Cầu Mây";"088"
"03037";"Xã Mường Hoa";"088"
"03040";"Xã Tả Van";"088"
"03043";"Xã Mường Bo";"088"
"03046";"Xã Bản Hồ";"088"
"03052";"Xã Liên Minh";"088"
"03055";"Thị trấn Khánh Yên";"089"
"03061";"Xã Võ Lao";"089"
"03064";"Xã Sơn Thuỷ";"089"
"03067";"Xã Nậm Mả";"089"
"03070";"Xã Tân Thượng";"089"
"03073";"Xã Nậm Rạng";"089"
"03076";"Xã Nậm Chầy";"089"
"03079";"Xã Tân An";"089"
"03082";"Xã Khánh Yên Thượng";"089"
"03085";"Xã Nậm Xé";"089"
"03088";"Xã Dần Thàng";"089"
"03091";"Xã Chiềng Ken";"089"
"03094";"Xã Làng Giàng";"089"
"03097";"Xã Hoà Mạc";"089"
"03100";"Xã Khánh Yên Trung";"089"
"03103";"Xã Khánh Yên Hạ";"089"
"03106";"Xã Dương Quỳ";"089"
"03109";"Xã Nậm Tha";"089"
"03112";"Xã Minh Lương";"089"
"03115";"Xã Thẩm Dương";"089"
"03118";"Xã Liêm Phú";"089"
"03121";"Xã Nậm Xây";"089"
"03124";"Phường Noong Bua";"094"
"03127";"Phường Him Lam";"094"
"03130";"Phường Thanh Bình";"094"
"03133";"Phường Tân Thanh";"094"
"03136";"Phường Mường Thanh";"094"
"03139";"Phường Nam Thanh";"094"
"03142";"Phường Thanh Trường";"094"
"03145";"Xã Thanh Minh";"094"
"03148";"Phường Sông Đà";"095"
"03151";"Phường Na Lay";"095"
"03154";"Xã Sín Thầu";"096"
"03155";"Xã Sen Thượng";"096"
"03156";"Xã Nậm Tin";"103"
"03157";"Xã Chung Chải";"096"
"03158";"Xã Leng Su Sìn";"096"
"03159";"Xã Pá Mỳ";"096"
"03160";"Xã Mường Nhé";"096"
"03161";"Xã Nậm Vì";"096"
"03162";"Xã Nậm Kè";"096"
"03163";"Xã Mường Toong";"096"
"03164";"Xã Quảng Lâm";"096"
"03165";"Xã Pa Tần";"103"
"03166";"Xã Chà Cang";"103"
"03167";"Xã Na Cô Sa";"103"
"03168";"Xã Nà Khoa";"103"
"03169";"Xã Nà Hỳ";"103"
"03170";"Xã Nà Bủng";"103"
"03171";"Xã Nậm Nhừ";"103"
"03172";"Thị Trấn Mường Chà";"097"
"03173";"Xã Nậm Chua";"103"
"03174";"Xã Nậm Khăn";"103"
"03175";"Xã Chà Tở";"103"
"03176";"Xã Vàng Đán";"103"
"03177";"Xã Huổi Lếnh";"096"
"03178";"Xã Xá Tổng";"097"
"03181";"Xã Mường Tùng";"097"
"03184";"Xã Lay Nưa";"095"
"03187";"Xã Chà Nưa";"103"
"03190";"Xã Hừa Ngài";"097"
"03191";"Xã Huổi Mí";"097"
"03193";"Xã Pa Ham";"097"
"03194";"Xã Nậm Nèn";"097"
"03196";"Xã Huổi Lèng";"097"
"03197";"Xã Sa Lông";"097"
"03198";"Xã Phìn Hồ";"103"
"03199";"Xã Si Pa Phìn";"103"
"03200";"Xã Ma Thì Hồ";"097"
"03201";"Xã Na Sang";"097"
"03202";"Xã Mường Mươn";"097"
"03203";"Thị trấn Điện Biên Đông";"101"
"03205";"Xã Na Son";"101"
"03208";"Xã Phì Nhừ";"101"
"03211";"Xã Chiềng Sơ";"101"
"03214";"Xã Mường Luân";"101"
"03217";"Thị trấn Tủa Chùa";"098"
"03220";"Xã Huổi Só";"098"
"03223";"Xã Xín Chải";"098"
"03226";"Xã Tả Sìn Thàng";"098"
"03229";"Xã Lao Xả Phình";"098"
"03232";"Xã Tả Phìn";"098"
"03235";"Xã Tủa Thàng";"098"
"03238";"Xã Trung Thu";"098"
"03241";"Xã Sính Phình";"098"
"03244";"Xã Sáng Nhè";"098"
"03247";"Xã Mường Đun";"098"
"03250";"Xã Mường Báng";"098"
"03253";"Thị trấn Tuần Giáo";"099"
"03256";"Thị trấn Mường Ảng";"102"
"03259";"Xã Phình Sáng";"099"
"03260";"Xã Rạng Đông";"099"
"03262";"Xã Mùn Chung";"099"
"03263";"Xã Nà Tòng";"099"
"03265";"Xã Ta Ma";"099"
"03268";"Xã Mường Mùn";"099"
"03269";"Xã Pú Xi";"099"
"03271";"Xã Pú Nhung";"099"
"03274";"Xã Quài Nưa";"099"
"03277";"Xã Mường Thín";"099"
"03280";"Xã Tỏa Tình";"099"
"03283";"Xã Nà Sáy";"099"
"03284";"Xã Mường Khong";"099"
"03286";"Xã Mường Đăng";"102"
"03287";"Xã Ngối Cáy";"102"
"03289";"Xã Quài Cang";"099"
"03292";"Xã Ẳng Tở";"102"
"03295";"Xã Quài Tở";"099"
"03298";"Xã Chiềng Sinh";"099"
"03299";"Xã Chiềng Đông";"099"
"03301";"Xã Búng Lao";"102"
"03302";"Xã Xuân Lao";"102"
"03304";"Xã Tênh Phông";"099"
"03307";"Xã Ẳng Nưa";"102"
"03310";"Xã Ẳng Cang";"102"
"03312";"Xã Nặm Lịch";"102"
"03313";"Xã Mường Lạn";"102"
"03316";"Xã Nà Tấu";"094"
"03317";"Xã Nà Nhạn";"094"
"03319";"Xã Mường Pồn";"100"
"03322";"Xã Thanh Nưa";"100"
"03323";"Xã Hua Thanh";"100"
"03325";"Xã Mường Phăng";"094"
"03326";"Xã Pá Khoang";"094"
"03328";"Xã Thanh Luông";"100"
"03331";"Xã Thanh Hưng";"100"
"03334";"Xã Thanh Xương";"100"
"03337";"Xã Thanh Chăn";"100"
"03340";"Xã Pa Thơm";"100"
"03343";"Xã Thanh An";"100"
"03346";"Xã Thanh Yên";"100"
"03349";"Xã Noong Luống";"100"
"03352";"Xã Noọng Hẹt";"100"
"03355";"Xã Sam Mứn";"100"
"03356";"Xã Pom Lót";"100"
"03358";"Xã Núa Ngam";"100"
"03359";"Xã Hẹ Muông";"100"
"03361";"Xã Na Ư";"100"
"03364";"Xã Mường Nhà";"100"
"03365";"Xã Na Tông";"100"
"03367";"Xã Mường Lói";"100"
"03368";"Xã Phu Luông";"100"
"03370";"Xã Pú Nhi";"101"
"03371";"Xã Nong U";"101"
"03373";"Xã Xa Dung";"101"
"03376";"Xã Keo Lôm";"101"
"03379";"Xã Luân Giới";"101"
"03382";"Xã Phình Giàng";"101"
"03383";"Xã Pú Hồng";"101"
"03384";"Xã Tìa Dình";"101"
"03385";"Xã Háng Lìa";"101"
"03386";"Phường Quyết Thắng";"105"
"03387";"Phường Tân Phong";"105"
"03388";"Phường Quyết Tiến";"105"
"03389";"Phường Đoàn Kết";"105"
"03390";"Thị trấn Tam Đường";"106"
"03391";"Xã Lả Nhì Thàng";"109"
"03394";"Xã Thèn Sin";"106"
"03400";"Xã Tả Lèng";"106"
"03403";"Xã Sùng Phài";"105"
"03405";"Xã Giang Ma";"106"
"03406";"Xã Hồ Thầu";"106"
"03408";"Phường Đông Phong";"105"
"03409";"Xã San Thàng";"105"
"03412";"Xã Bình Lư";"106"
"03413";"Xã Sơn Bình";"106"
"03415";"Xã Nùng Nàng";"106"
"03418";"Xã Bản Giang";"106"
"03421";"Xã Bản Hon";"106"
"03424";"Xã Bản Bo";"106"
"03427";"Xã Nà Tăm";"106"
"03430";"Xã Khun Há";"106"
"03433";"Thị trấn Mường Tè";"107"
"03434";"Thị trấn Nậm Nhùn";"112"
"03436";"Xã Thu Lũm";"107"
"03439";"Xã Ka Lăng";"107"
"03440";"Xã Tá Bạ";"107"
"03442";"Xã Pa ủ";"107"
"03445";"Xã Mường Tè";"107"
"03448";"Xã Pa Vệ Sử";"107"
"03451";"Xã Mù Cả";"107"
"03454";"Xã Bum Tở";"107"
"03457";"Xã Nậm Khao";"107"
"03460";"Xã Hua Bun";"112"
"03463";"Xã Tà Tổng";"107"
"03466";"Xã Bum Nưa";"107"
"03467";"Xã Vàng San";"107"
"03469";"Xã Kan Hồ";"107"
"03472";"Xã Mường Mô";"112"
"03473";"Xã Nậm Chà";"112"
"03474";"Xã Nậm Manh";"112"
"03475";"Xã Nậm Hàng";"112"
"03478";"Thị trấn Sìn Hồ";"108"
"03481";"Xã Lê Lợi";"112"
"03484";"Xã Pú Đao";"112"
"03487";"Xã Chăn Nưa";"108"
"03488";"Xã Nậm Pì";"112"
"03490";"Xã Huổi Luông";"109"
"03493";"Xã Pa Tần";"108"
"03496";"Xã Phìn Hồ";"108"
"03499";"Xã Hồng Thu";"108"
"03502";"Xã Nậm Ban";"112"
"03503";"Xã Trung Chải";"112"
"03505";"Xã Phăng Sô Lin";"108"
"03508";"Xã Ma Quai";"108"
"03509";"Xã Lùng Thàng";"108"
"03511";"Xã Tả Phìn";"108"
"03514";"Xã Sà Dề Phìn";"108"
"03517";"Xã Nậm Tăm";"108"
"03520";"Xã Tả Ngảo";"108"
"03523";"Xã Pu Sam Cáp";"108"
"03526";"Xã Nậm Cha";"108"
"03527";"Xã Pa Khoá";"108"
"03529";"Xã Làng Mô";"108"
"03532";"Xã Noong Hẻo";"108"
"03535";"Xã Nậm Mạ";"108"
"03538";"Xã Căn Co";"108"
"03541";"Xã Tủa Sín Chải";"108"
"03544";"Xã Nậm Cuổi";"108"
"03547";"Xã Nậm Hăn";"108"
"03549";"Thị trấn Phong Thổ";"109"
"03550";"Xã Sì Lở Lầu";"109"
"03553";"Xã Mồ Sì San";"109"
"03559";"Xã Pa Vây Sử";"109"
"03562";"Xã Vàng Ma Chải";"109"
"03565";"Xã Tông Qua Lìn";"109"
"03568";"Xã Mù Sang";"109"
"03571";"Xã Dào San";"109"
"03574";"Xã Ma Ly Pho";"109"
"03577";"Xã Bản Lang";"109"
"03580";"Xã Hoang Thèn";"109"
"03583";"Xã Khổng Lào";"109"
"03586";"Xã Nậm Xe";"109"
"03589";"Xã Mường So";"109"
"03592";"Xã Sin Suối Hồ";"109"
"03595";"Thị trấn Than Uyên";"110"
"03598";"Thị trấn Tân Uyên";"111"
"03601";"Xã Mường Khoa";"111"
"03602";"Xã Phúc Khoa";"111"
"03604";"Xã Thân Thuộc";"111"
"03605";"Xã Trung Đồng";"111"
"03607";"Xã Hố Mít";"111"
"03610";"Xã Nậm Cần";"111"
"03613";"Xã Nậm Sỏ";"111"
"03616";"Xã Pắc Ta";"111"
"03618";"Xã Phúc Than";"110"
"03619";"Xã Mường Than";"110"
"03622";"Xã Tà Mít";"111"
"03625";"Xã Mường Mít";"110"
"03628";"Xã Pha Mu";"110"
"03631";"Xã Mường Cang";"110"
"03632";"Xã Hua Nà";"110"
"03634";"Xã Tà Hừa";"110"
"03637";"Xã Mường Kim";"110"
"03638";"Xã Tà Mung";"110"
"03640";"Xã Tà Gia";"110"
"03643";"Xã Khoen On";"110"
"03646";"Phường Chiềng Lề";"116"
"03649";"Phường Tô Hiệu";"116"
"03652";"Phường Quyết Thắng";"116"
"03655";"Phường Quyết Tâm";"116"
"03658";"Xã Chiềng Cọ";"116"
"03661";"Xã Chiềng Đen";"116"
"03664";"Xã Chiềng Xôm";"116"
"03667";"Phường Chiềng An";"116"
"03670";"Phường Chiềng Cơi";"116"
"03673";"Xã Chiềng Ngần";"116"
"03676";"Xã Hua La";"116"
"03679";"Phường Chiềng Sinh";"116"
"03682";"Xã Mường Chiên";"118"
"03685";"Xã Cà Nàng";"118"
"03688";"Xã Chiềng Khay";"118"
"03694";"Xã Mường Giôn";"118"
"03697";"Xã Pá Ma Pha Khinh";"118"
"03700";"Xã Chiềng Ơn";"118"
"03703";"Xã Mường Giàng";"118"
"03706";"Xã Chiềng Bằng";"118"
"03709";"Xã Mường Sại";"118"
"03712";"Xã Nậm ét";"118"
"03718";"Xã Chiềng Khoang";"118"
"03721";"Thị trấn Thuận Châu";"119"
"03724";"Xã Phổng Lái";"119"
"03727";"Xã Mường é";"119"
"03730";"Xã Chiềng Pha";"119"
"03733";"Xã Chiềng La";"119"
"03736";"Xã Chiềng Ngàm";"119"
"03739";"Xã Liệp Tè";"119"
"03742";"Xã é Tòng";"119"
"03745";"Xã Phổng Lập";"119"
"03748";"Xã Phổng Lăng";"119"
"03751";"Xã Chiềng Ly";"119"
"03754";"Xã Noong Lay";"119"
"03757";"Xã Mường Khiêng";"119"
"03760";"Xã Mường Bám";"119"
"03763";"Xã Long Hẹ";"119"
"03766";"Xã Chiềng Bôm";"119"
"03769";"Xã Thôm Mòn";"119"
"03772";"Xã Tông Lạnh";"119"
"03775";"Xã Tông Cọ";"119"
"03778";"Xã Bó Mười";"119"
"03781";"Xã Co Mạ";"119"
"03784";"Xã Púng Tra";"119"
"03787";"Xã Chiềng Pấc";"119"
"03790";"Xã Nậm Lầu";"119"
"03793";"Xã Bon Phặng";"119"
"03796";"Xã Co Tòng";"119"
"03799";"Xã Muổi Nọi";"119"
"03802";"Xã Pá Lông";"119"
"03805";"Xã Bản Lầm";"119"
"03808";"Thị trấn Ít Ong";"120"
"03811";"Xã Nậm Giôn";"120"
"03814";"Xã Chiềng Lao";"120"
"03817";"Xã Hua Trai";"120"
"03820";"Xã Ngọc Chiến";"120"
"03823";"Xã Mường Trai";"120"
"03826";"Xã Nậm Păm";"120"
"03829";"Xã Chiềng Muôn";"120"
"03832";"Xã Chiềng Ân";"120"
"03835";"Xã Pi Toong";"120"
"03838";"Xã Chiềng Công";"120"
"03841";"Xã Tạ Bú";"120"
"03844";"Xã Chiềng San";"120"
"03847";"Xã Mường Bú";"120"
"03850";"Xã Chiềng Hoa";"120"
"03853";"Xã Mường Chùm";"120"
"03856";"Thị trấn Bắc Yên";"121"
"03859";"Xã Phiêng Ban";"121"
"03862";"Xã Hang Chú";"121"
"03865";"Xã Xím Vàng";"121"
"03868";"Xã Tà Xùa";"121"
"03869";"Xã Háng Đồng";"121"
"03871";"Xã Pắc Ngà";"121"
"03874";"Xã Làng Chếu";"121"
"03877";"Xã Chim Vàn";"121"
"03880";"Xã Mường Khoa";"121"
"03883";"Xã Song Pe";"121"
"03886";"Xã Hồng Ngài";"121"
"03889";"Xã Tạ Khoa";"121"
"03890";"Xã Hua Nhàn";"121"
"03892";"Xã Phiêng Côn";"121"
"03895";"Xã Chiềng Sại";"121"
"03898";"Thị trấn Phù Yên";"122"
"03901";"Xã Suối Tọ";"122"
"03904";"Xã Mường Thải";"122"
"03907";"Xã Mường Cơi";"122"
"03910";"Xã Quang Huy";"122"
"03913";"Xã Huy Bắc";"122"
"03916";"Xã Huy Thượng";"122"
"03919";"Xã Tân Lang";"122"
"03922";"Xã Gia Phù";"122"
"03925";"Xã Tường Phù";"122"
"03928";"Xã Huy Hạ";"122"
"03931";"Xã Huy Tân";"122"
"03934";"Xã Mường Lang";"122"
"03937";"Xã Suối Bau";"122"
"03940";"Xã Huy Tường";"122"
"03943";"Xã Mường Do";"122"
"03946";"Xã Sập Xa";"122"
"03949";"Xã Tường Thượng";"122"
"03952";"Xã Tường Tiến";"122"
"03955";"Xã Tường Phong";"122"
"03958";"Xã Tường Hạ";"122"
"03961";"Xã Kim Bon";"122"
"03964";"Xã Mường Bang";"122"
"03967";"Xã Đá Đỏ";"122"
"03970";"Xã Tân Phong";"122"
"03973";"Xã Nam Phong";"122"
"03976";"Xã Bắc Phong";"122"
"03979";"Thị trấn Mộc Châu";"123"
"03982";"Thị trấn NT Mộc Châu";"123"
"03985";"Xã Chiềng Sơn";"123"
"03988";"Xã Tân Hợp";"123"
"03991";"Xã Qui Hướng";"123"
"03994";"Xã Suối Bàng";"128"
"03997";"Xã Tân Lập";"123"
"04000";"Xã Nà Mường";"123"
"04003";"Xã Tà Lai";"123"
"04006";"Xã Song Khủa";"128"
"04009";"Xã Liên Hoà";"128"
"04012";"Xã Chiềng Hắc";"123"
"04015";"Xã Hua Păng";"123"
"04018";"Xã Tô Múa";"128"
"04021";"Xã Mường Tè";"128"
"04024";"Xã Chiềng Khừa";"123"
"04027";"Xã Mường Sang";"123"
"04030";"Xã Đông Sang";"123"
"04033";"Xã Phiêng Luông";"123"
"04036";"Xã Chiềng Khoa";"128"
"04039";"Xã Mường Men";"128"
"04042";"Xã Quang Minh";"128"
"04045";"Xã Lóng Sập";"123"
"04048";"Xã Vân Hồ";"128"
"04051";"Xã Lóng Luông";"128"
"04054";"Xã Chiềng Yên";"128"
"04056";"Xã Chiềng Xuân";"128"
"04057";"Xã Xuân Nha";"128"
"04058";"Xã Tân Xuân";"128"
"04060";"Thị trấn Yên Châu";"124"
"04063";"Xã Chiềng Đông";"124"
"04066";"Xã Sập Vạt";"124"
"04069";"Xã Chiềng Sàng";"124"
"04072";"Xã Chiềng Pằn";"124"
"04075";"Xã Viêng Lán";"124"
"04078";"Xã Chiềng Hặc";"124"
"04081";"Xã Mường Lựm";"124"
"04084";"Xã Chiềng On";"124"
"04087";"Xã Yên Sơn";"124"
